MEDIDAS	TIME_PERIOD	TERRITORIO	SEXO	OBS_VALUE	CONFIDENCIALIDAD_OBSERVACION	NOTAS_OBSERVACION	ESTADO_OBSERVACION	ESTADO_OBSERVACION_CODE
Población	2021	Arrecife	Total	64497			
Población	2021	Haría	Total	5365			
Población	2021	San Bartolomé	Total	19058			
Población	2021	Teguise	Total	23044			
Población	2021	Tías	Total	20801			
Población	2021	Tinajo	Total	6447			
Población	2021	Yaiza	Total	16977			
Población	2021	Antigua	Total	12783			
Población	2021	Betancuria	Total	762			
Población	2021	La Oliva	Total	27768			
Población	2021	Pájara	Total	21014			
Población	2021	Puerto del Rosario	Total	41786			
Población	2021	Tuineje	Total	15549			
Población	2021	Agaete	Total	5695			
Población	2021	Agüimes	Total	32105			
Población	2021	Artenara	Total	1046			
Población	2021	Arucas	Total	38535			
Población	2021	Firgas	Total	7513			
Población	2021	Gáldar	Total	24455			
Población	2021	Ingenio	Total	31887			
Población	2021	Mogán	Total	20572			
Población	2021	Moya	Total	7833			
Población	2021	Las Palmas de Gran Canaria	Total	378675			
Población	2021	San Bartolomé de Tirajana	Total	53066			
Población	2021	La Aldea de San Nicolás	Total	7516			
Población	2021	Santa Brígida	Total	18297			
Población	2021	Santa Lucía de Tirajana	Total	73573			
Población	2021	Santa María de Guía de Gran Canaria	Total	13871			
Población	2021	Tejeda	Total	1865			
Población	2021	Telde	Total	102769			
Población	2021	Teror	Total	12634			
Población	2021	Valsequillo de Gran Canaria	Total	9382			
Población	2021	Valleseco	Total	3754			
Población	2021	Vega de San Mateo	Total	7645			
