MEDIDAS	TIME_PERIOD	TERRITORIO	SEXO	OBS_VALUE	CONFIDENCIALIDAD_OBSERVACION	NOTAS_OBSERVACION	ESTADO_OBSERVACION	ESTADO_OBSERVACION_CODE
Población	2021	Canarias	Total	2172944			
Población	2021	Lanzarote	Total	156189			
Población	2021	Arrecife	Total	64497			
Población	2021	Haría	Total	5365			
Población	2021	San Bartolomé	Total	19058			
Población	2021	Teguise	Total	23044			
Población	2021	Tías	Total	20801			
Población	2021	Tinajo	Total	6447			
Población	2021	Yaiza	Total	16977			
Población	2021	Fuerteventura	Total	119662			
Población	2021	Antigua	Total	12783			
Población	2021	Betancuria	Total	762			
Población	2021	La Oliva	Total	27768			
Población	2021	Pájara	Total	21014			
Población	2021	Puerto del Rosario	Total	41786			
Población	2021	Tuineje	Total	15549			
Población	2021	Gran Canaria	Total	852688			
Población	2021	Agaete	Total	5695			
Población	2021	Agüimes	Total	32105			
Población	2021	Artenara	Total	1046			
Población	2021	Arucas	Total	38535			
Población	2021	Firgas	Total	7513			
Población	2021	Gáldar	Total	24455			
Población	2021	Ingenio	Total	31887			
Población	2021	Mogán	Total	20572			
Población	2021	Moya	Total	7833			
Población	2021	Las Palmas de Gran Canaria	Total	378675			
Población	2021	San Bartolomé de Tirajana	Total	53066			
Población	2021	La Aldea de San Nicolás	Total	7516			
Población	2021	Santa Brígida	Total	18297			
Población	2021	Santa Lucía de Tirajana	Total	73573			
Población	2021	Santa María de Guía de Gran Canaria	Total	13871			
Población	2021	Tejeda	Total	1865			
Población	2021	Telde	Total	102769			
Población	2021	Teror	Total	12634			
Población	2021	Valsequillo de Gran Canaria	Total	9382			
Población	2021	Valleseco	Total	3754			
Población	2021	Vega de San Mateo	Total	7645			
Población	2021	Tenerife	Total	927993			
Población	2021	Adeje	Total	48733			
Población	2021	Arafo	Total	5604			
Población	2021	Arico	Total	8234			
Población	2021	Arona	Total	82563			
Población	2021	Buenavista del Norte	Total	4766			
Población	2021	Candelaria	Total	28463			
Población	2021	Fasnia	Total	2807			
Población	2021	Garachico	Total	4895			
Población	2021	Granadilla de Abona	Total	51850			
Población	2021	La Guancha	Total	5553			
Población	2021	Guía de Isora	Total	21827			
Población	2021	Güímar	Total	21000			
Población	2021	Icod de los Vinos	Total	23310			
Población	2021	San Cristóbal de La Laguna	Total	158010			
Población	2021	La Matanza de Acentejo	Total	9114			
Población	2021	La Orotava	Total	42219			
Población	2021	Puerto de la Cruz	Total	30179			
Población	2021	Los Realejos	Total	36824			
Población	2021	El Rosario	Total	17590			
Población	2021	San Juan de la Rambla	Total	4854			
Población	2021	San Miguel de Abona	Total	21872			
Población	2021	Santa Cruz de Tenerife	Total	208563			
Población	2021	Santa Úrsula	Total	14987			
Población	2021	Santiago del Teide	Total	11115			
Población	2021	El Sauzal	Total	8918			
Población	2021	Los Silos	Total	4692			
Población	2021	Tacoronte	Total	24346			
Población	2021	El Tanque	Total	2829			
Población	2021	Tegueste	Total	11326			
Población	2021	La Victoria de Acentejo	Total	9161			
Población	2021	Vilaflor de Chasna	Total	1789			
Población	2021	La Gomera	Total	21734			
Población	2021	Agulo	Total	1099			
Población	2021	Alajeró	Total	2047			
Población	2021	Hermigua	Total	1767			
Población	2021	San Sebastián de La Gomera	Total	9261			
Población	2021	Valle Gran Rey	Total	4643			
Población	2021	Vallehermoso	Total	2917			
Población	2021	La Palma	Total	83380			
Población	2021	Barlovento	Total	1921			
Población	2021	Breña Alta	Total	7196			
Población	2021	Breña Baja	Total	5866			
Población	2021	Fuencaliente de La Palma	Total	1756			
Población	2021	Garafía	Total	1813			
Población	2021	Los Llanos de Aridane	Total	20648			
Población	2021	El Paso	Total	7745			
Población	2021	Puntagorda	Total	2234			
Población	2021	Puntallana	Total	2549			
Población	2021	San Andrés y Sauces	Total	4213			
Población	2021	Santa Cruz de La Palma	Total	15446			
Población	2021	Tazacorte	Total	4558			
Población	2021	Tijarafe	Total	2560			
Población	2021	Villa de Mazo	Total	4875			
Población	2021	El Hierro	Total	11298			
Población	2021	Frontera (hasta 2007)	Total				
Población	2021	Frontera	Total	4278			
Población	2021	Valverde	Total	5084			
Población	2021	El Pinar de El Hierro	Total	1936			
